airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-06,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10262
Air India,2019-06-18,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No info,3100
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,9899
Air Asia,2019-04-18,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No info,4483
Indigo,2019-03-15,Banglore,New Delhi,20:00:00,22:55:00,175,0.0,No info,8855
Jet Airways,2019-06-06,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,7229
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,18:00:00,1500,1.0,No info,14151
Indigo,2019-04-18,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No info,4823
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,10844
Air India,2019-06-03,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No info,6934
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No info,9187
Spicejet,2019-05-24,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3257
Jet Airways,2019-03-18,Banglore,New Delhi,08:55:00,18:25:00,570,1.0,No info,12284
Jet Airways,2019-05-27,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,In-flight meal not included,12872
Multiple Carriers,2019-05-27,Delhi,Cochin,08:00:00,19:15:00,675,1.0,In-flight meal not included,11761
Multiple Carriers,2019-03-06,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No info,15603
Jet Airways,2019-03-21,Banglore,New Delhi,05:50:00,12:20:00,390,1.0,In-flight meal not included,6163
Air India,2019-06-06,Kolkata,Banglore,17:30:00,20:25:00,1615,1.0,No info,10413
Air India,2019-06-24,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No info,8879
Air India,2019-04-06,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No info,5117
Indigo,2019-06-06,Kolkata,Banglore,15:15:00,20:30:00,315,1.0,No info,5170
Jet Airways,2019-03-15,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No info,8040
Air India,2019-03-21,Banglore,New Delhi,08:50:00,23:15:00,865,1.0,No info,6824
Multiple Carriers,2019-06-01,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No info,13587
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No info,14388
Air India,2019-06-12,Kolkata,Banglore,17:30:00,13:45:00,1215,2.0,No info,12224
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,10844
Indigo,2019-06-15,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No info,5277
Spicejet,2019-05-06,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,3311
Indigo,2019-06-18,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No info,4804
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No info,9315
Indigo,2019-06-15,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No info,3850
Multiple Carriers,2019-06-12,Delhi,Cochin,14:00:00,01:30:00,690,1.0,No info,13377
Indigo,2019-05-21,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No info,5601
Indigo,2019-05-09,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,3943
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,11:25:00,1280,1.0,No info,15025
Air India,2019-03-09,Banglore,New Delhi,10:30:00,21:25:00,655,2.0,No info,9586
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8529
Vistara,2019-06-09,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No info,4668
Jet Airways,2019-05-21,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No info,7229
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,7438
Vistara,2019-03-06,Mumbai,Hyderabad,20:55:00,16:45:00,1190,1.0,No info,12395
Jet Airways,2019-05-18,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No info,16704
Indigo,2019-05-06,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No info,2754
Indigo,2019-05-06,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No info,4804
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,In-flight meal not included,10368
Air India,2019-05-12,Kolkata,Banglore,09:10:00,13:15:00,245,1.0,No info,8996
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,04:25:00,610,1.0,No info,14714
Air Asia,2019-05-03,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No info,4483
Multiple Carriers,2019-03-21,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No info,11622
Indigo,2019-03-03,Delhi,Cochin,04:45:00,15:30:00,645,1.0,No info,14871
Jet Airways,2019-06-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No info,8040
Jet Airways,2019-06-18,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No info,8016
Jet Airways,2019-06-15,Delhi,Cochin,12:15:00,04:25:00,970,2.0,No info,14300
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No info,7198
Multiple Carriers,2019-06-24,Delhi,Cochin,10:35:00,19:15:00,520,1.0,No info,7155
Jet Airways,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No info,14714
Indigo,2019-06-24,Delhi,Cochin,11:25:00,21:00:00,575,1.0,No info,5894
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,No info,14571
Indigo,2019-04-03,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No info,3175
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,16:20:00,635,1.0,No info,14781
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,No info,16079
Air India,2019-04-09,Kolkata,Banglore,19:00:00,11:05:00,965,1.0,No info,4647
Air Asia,2019-04-03,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No info,4282
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1200,1.0,No info,14388
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,6883
Indigo,2019-05-12,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No info,3597
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,20:40:00,1495,1.0,No info,13759
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,13:15:00,450,1.0,No info,19225
Jet Airways,2019-04-03,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,5177
Air India,2019-06-27,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No info,3100
Multiple Carriers,2019-06-09,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,13587
Multiple Carriers,2019-03-27,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No info,8371
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,12:25:00,325,1.0,No info,12284
Air Asia,2019-06-06,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No info,4282
Air Asia,2019-03-03,Banglore,New Delhi,05:50:00,08:40:00,170,0.0,No info,7652
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No info,7198
Multiple Carriers,2019-06-24,Delhi,Cochin,11:25:00,19:00:00,455,1.0,No info,10678
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,9314
Multiple Carriers,2019-05-18,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No info,13727
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,20:45:00,1485,1.0,In-flight meal not included,10844
Spicejet,2019-03-21,Delhi,Cochin,16:35:00,22:50:00,375,1.0,No info,4957
Air Asia,2019-03-03,Banglore,New Delhi,23:25:00,02:10:00,165,0.0,No info,6135
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,No info,13941
Multiple Carriers,2019-03-06,Delhi,Cochin,09:55:00,19:15:00,560,1.0,In-flight meal not included,15342
Air India,2019-05-21,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No info,13381
Multiple Carriers,2019-05-15,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No info,13727
Vistara,2019-06-06,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No info,5088
Multiple Carriers,2019-06-27,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No info,15965
Indigo,2019-06-06,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No info,6838
Indigo,2019-06-27,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No info,5054
Jet Airways,2019-06-09,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No info,14714
Air Asia,2019-04-27,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No info,6451
Multiple Carriers,2019-06-03,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No info,10877
Air India,2019-06-15,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No info,10703
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,12:25:00,325,1.0,No info,22270
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No info,14781
Goair,2019-05-15,Kolkata,Banglore,16:40:00,00:15:00,455,1.0,No info,7831
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No info,10909
Jet Airways,2019-06-15,Delhi,Cochin,18:25:00,04:25:00,600,2.0,No info,14237
Multiple Carriers,2019-05-09,Delhi,Cochin,07:00:00,19:00:00,720,1.0,No info,10197
Indigo,2019-06-01,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No info,5277
Multiple Carriers,2019-05-27,Delhi,Cochin,08:45:00,21:00:00,735,1.0,No info,7740
Air India,2019-03-18,Banglore,New Delhi,06:45:00,11:10:00,1705,2.0,No info,11234
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,No info,16079
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,10262
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,11:30:00,450,1.0,No info,14973
Air India,2019-06-09,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No info,11642
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,12:35:00,425,2.0,No info,16274
Multiple Carriers,2019-06-24,Delhi,Cochin,10:20:00,01:30:00,910,1.0,In-flight meal not included,5797
Vistara,2019-06-27,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No info,5088
Multiple Carriers,2019-06-27,Delhi,Cochin,09:15:00,19:00:00,585,1.0,No info,11622
Vistara,2019-05-06,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No info,4668
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,13029
Air India,2019-05-09,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No info,9347
Air Asia,2019-04-18,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No info,4282
Air India,2019-06-09,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No info,6094
Indigo,2019-05-03,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No info,3858
Air Asia,2019-05-24,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No info,5192
Multiple Carriers,2019-05-15,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No info,13727
Vistara,2019-04-27,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No info,5613
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No info,15129
Indigo,2019-06-21,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No info,4804
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No info,14781
Spicejet,2019-05-09,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No info,8479
Indigo,2019-05-12,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No info,4591
Jet Airways,2019-05-15,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No info,7229
Jet Airways,2019-06-15,Delhi,Cochin,09:35:00,04:25:00,1130,2.0,In-flight meal not included,11507
Indigo,2019-05-21,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No info,4804
Air India,2019-03-27,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No info,2050
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,In-flight meal not included,7757
Air India,2019-05-21,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No info,8151
Air India,2019-03-18,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No info,4729
Jet Airways,2019-06-06,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,No info,13882
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,In-flight meal not included,12384
Indigo,2019-05-06,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No info,4077
Spicejet,2019-04-15,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,4319
Spicejet,2019-05-27,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No info,3597
Spicejet,2019-05-21,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No info,6297
Jet Airways,2019-06-09,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No info,14714
Spicejet,2019-04-06,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No info,3873
Jet Airways,2019-05-27,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,11924
Air Asia,2019-04-18,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No info,4409
Multiple Carriers,2019-06-06,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No info,13587
Indigo,2019-03-06,Delhi,Cochin,09:10:00,01:35:00,985,1.0,No info,14871
Indigo,2019-06-01,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No info,6064
Spicejet,2019-04-24,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No info,3873
Multiple Carriers,2019-06-15,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No info,7005
Indigo,2019-06-01,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No info,4804
Indigo,2019-05-18,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No info,4823
Indigo,2019-06-27,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No info,4804
Vistara,2019-03-24,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,4842
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,6959
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No info,15149
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,No info,14571
Air India,2019-06-12,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No info,8603
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,In-flight meal not included,9663
Air Asia,2019-05-01,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No info,5192
Air India,2019-06-27,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No info,13039
Vistara,2019-03-01,Banglore,New Delhi,06:40:00,21:55:00,915,1.0,No info,18387
Indigo,2019-06-24,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No info,5000
Air Asia,2019-05-12,Kolkata,Banglore,06:50:00,10:30:00,220,1.0,No info,5162
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,No info,12121
Vistara,2019-06-18,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No info,6216
Jet Airways,2019-06-09,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Multiple Carriers,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1.0,In-flight meal not included,6943
Multiple Carriers,2019-03-03,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No info,17493
Spicejet,2019-05-09,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,4760
Spicejet,2019-05-15,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Indigo,2019-03-27,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No info,3858
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,19:50:00,1430,1.0,In-flight meal not included,10844
Jet Airways,2019-05-21,Delhi,Cochin,16:00:00,12:35:00,1235,1.0,In-flight meal not included,12898
Air India,2019-03-24,Banglore,New Delhi,06:55:00,13:20:00,385,1.0,No info,7932
Air India,2019-05-01,Kolkata,Banglore,20:30:00,13:45:00,1035,2.0,No info,15164
Vistara,2019-04-09,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No info,5403
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,04:25:00,1060,2.0,In-flight meal not included,7791
Goair,2019-06-01,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No info,3898
Goair,2019-05-09,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No info,6591
Air India,2019-03-06,Mumbai,Hyderabad,17:20:00,14:50:00,150,2.0,No info,11972
Goair,2019-06-12,Delhi,Cochin,14:25:00,19:35:00,310,1.0,No info,7870
Multiple Carriers,2019-03-03,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No info,18286
Jet Airways,2019-06-15,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No info,5678
Indigo,2019-04-06,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4174
Vistara,2019-03-18,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No info,11913
Indigo,2019-05-12,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No info,3858
Indigo,2019-05-24,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No info,4226
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10262
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,19:50:00,1640,1.0,In-flight meal not included,10844
Goair,2019-04-06,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No info,5135
Air India,2019-03-09,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No info,10598
Jet Airways,2019-03-09,Banglore,New Delhi,08:55:00,21:20:00,745,1.0,In-flight meal not included,11087
Goair,2019-04-03,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No info,4106
Indigo,2019-05-01,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No info,4804
Jet Airways,2019-03-21,Delhi,Cochin,18:15:00,18:50:00,1475,1.0,No info,12557
Multiple Carriers,2019-05-09,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No info,9794
Spicejet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No info,3859
Air India,2019-03-15,Banglore,New Delhi,08:15:00,12:15:00,240,1.0,No info,5013
Spicejet,2019-05-24,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No info,2017
Air India,2019-05-24,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No info,10151
Jet Airways,2019-03-09,Mumbai,Hyderabad,06:30:00,08:00:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,12:00:00,1145,1.0,In-flight meal not included,11134
Jet Airways,2019-06-27,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,7229
Jet Airways,2019-05-18,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,12373
Air India,2019-05-09,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No info,10861
Jet Airways,2019-06-03,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No info,13376
Air India,2019-05-21,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No info,3100
Spicejet,2019-04-27,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Goair,2019-04-03,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No info,4725
Indigo,2019-05-09,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No info,2754
Air India,2019-05-27,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No info,12436
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,07:40:00,1200,1.0,No info,22270
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Jet Airways,2019-05-24,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No info,8781
Vistara,2019-04-27,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,6216
Jet Airways,2019-06-27,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,8016
Multiple Carriers,2019-05-21,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No info,14067
Indigo,2019-06-06,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No info,6674
Jet Airways,2019-03-03,Delhi,Cochin,21:50:00,18:50:00,1260,1.0,No info,17024
Indigo,2019-05-09,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No info,5298
Multiple Carriers,2019-05-09,Delhi,Cochin,08:00:00,19:15:00,675,1.0,In-flight meal not included,9871
Jet Airways,2019-06-27,Delhi,Cochin,15:00:00,19:00:00,1680,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-27,Delhi,Cochin,14:00:00,01:30:00,690,1.0,No info,13377
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,13344
Indigo,2019-03-03,Delhi,Cochin,11:55:00,22:20:00,625,1.0,No info,11600
Indigo,2019-03-27,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No info,6442
Jet Airways,2019-06-03,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Spicejet,2019-05-12,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No info,4649
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,In-flight meal not included,9663
Multiple Carriers,2019-03-27,Delhi,Cochin,04:00:00,15:30:00,690,1.0,No info,6305
Air India,2019-03-24,Banglore,New Delhi,17:00:00,19:45:00,165,0.0,No info,7486
Air India,2019-03-03,Delhi,Cochin,16:40:00,19:15:00,1595,2.0,No info,14011
Indigo,2019-06-09,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No info,6442
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,10262
Indigo,2019-06-03,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No info,3597
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No info,16289
Indigo,2019-06-15,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No info,6195
Multiple Carriers,2019-05-27,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No info,13377
Air India,2019-06-24,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No info,13381
Indigo,2019-03-06,Mumbai,Hyderabad,21:20:00,22:45:00,85,0.0,No info,4784
Indigo,2019-05-24,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No info,7640
Vistara,2019-04-24,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No info,5613
Air India,2019-06-12,Kolkata,Banglore,20:30:00,13:45:00,1035,2.0,No info,12224
Indigo,2019-05-21,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No info,3625
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,08:15:00,800,1.0,No info,13817
Goair,2019-05-24,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No info,3419
Jet Airways,2019-05-18,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4050
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,In-flight meal not included,10844
Jet Airways,2019-03-24,Banglore,New Delhi,05:45:00,10:45:00,300,1.0,In-flight meal not included,8147
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No info,14571
Jet Airways,2019-05-21,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No info,7229
Goair,2019-06-12,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No info,4959
Indigo,2019-03-09,Banglore,New Delhi,01:30:00,04:15:00,165,0.0,No info,4545
Indigo,2019-05-12,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No info,4804
Multiple Carriers,2019-05-09,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No info,15078
Indigo,2019-05-06,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No info,4823
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No info,13067
Indigo,2019-03-09,Mumbai,Hyderabad,09:10:00,10:35:00,85,0.0,No info,7417
Air India,2019-06-06,Kolkata,Banglore,12:00:00,21:50:00,590,2.0,No info,9416
Air India,2019-05-15,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,6094
Air India,2019-06-12,Delhi,Cochin,13:30:00,08:15:00,1125,1.0,No info,8991
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,09:20:00,865,1.0,No info,14388
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,In-flight meal not included,10844
Spicejet,2019-06-18,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Air India,2019-03-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No info,2575
Multiple Carriers,2019-03-06,Delhi,Cochin,09:55:00,21:00:00,665,1.0,In-flight meal not included,15136
Jet Airways,2019-06-24,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-27,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No info,11200
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No info,14151
Multiple Carriers,2019-03-09,Delhi,Cochin,07:05:00,21:20:00,855,2.0,No info,8620
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,No info,13941
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,22:55:00,1595,1.0,No info,11682
Air India,2019-06-27,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No info,7174
Multiple Carriers,2019-05-09,Delhi,Cochin,17:00:00,01:30:00,510,1.0,No info,9424
